question,subject,choices,answer
"Q: A property owner transferred 50 acres of his orchard to a farmer which included the following covenants: (1) seisin, (2) right to convey, and (3) against encumbrances. At the time of the transfer, there was an existing mortgage. The farmer, after taking possession, was threatened with foreclosure and subsequently paid the mortgage with interest. He is now suing for breach of covenant against encumbrances. It is most likely that the court",professional_law,"['recovery for the amount in principal and ininterest thereon from the time of the mortgagepayment.', 'recovery for only the principal that the farmerpaid on the mortgage.', 'recovery for the measure of value betweenthe value of the land with and without such anencumbrance.', 'no recovery.']",0
A plaintiff sustains injuries from a falling branch while on a sidewalk in front of a convenience store. A female witness is invited to provide testimony. This woman intends to share that a now-deceased witness informed her that he observed a convenience store employee shoveling snow from the store's sidewalk a week prior to the plaintiff's accident. This testimony from the woman is,professional_law,"['admissible, because the witness is unavailable to testify.', 'admissible, as relevant for the limited purpose of proving that the convenience store owner retained control over the sidewalk where the accident occurred.', 'inadmissible, because it is hearsay not within any recognized exception.', ""inadmissible, because of the Dead Man's Statute.""]",2
"During the annual ""Baseball Card Bonanza"" sponsored by the local boys' and girls' club, a 12-year-old boy and girl come into contact with a 32-year-old collector. They allow him to browse their collections, during which he discovers a 1948 Branch Rickey card in the boy's possession. Recognizing its value of over $500, the collector offers the boy 50 cents for it. Unaware of its true worth, and believing Rickey was not a",professional_law,"['Yes, because the collector did not disclose the true value of the card.', 'Yes, because the boy was the true owner of the card and was entitled to the benefit of the bargain.', 'No, because the collector made no false representations of fact.', ""No, because the boy was not justified in relying on the collector's offer.""]",2
"After an 11-year-old boy returned home from school with lipstick marks on his collar and claimed that they were from his teacher's kiss, his mother reported the incident to the police. The teacher was arrested and charged with two counts of felony child molestation in line with state law and a preliminary hearing was set. The boy was then summoned to testify at this hearing. The prosecution, backed by a child psychologist's affidavits, submitted a motion to bar the teacher from attending the courtroom when the",professional_law,"['deny the motion, because a pretrial proceeding is an early stage of trial, and a defendant has a constitutional right of confrontation at every stage of the trial.', ""deny the motion, because the teacher's exclusion from the courtroom would have prejudicial impact on receiving effective assistance of counsel."", ""grant the motion, because the teacher's attorney still has an opportunity to cross-examine the witness despite the teacher's absence from the courtroom."", 'grant the motion, because cross-examination at a preliminary hearing is not required by the confrontation clause of the Sixth Amendment.']",3
"A wedding planner who owned a lakeside summer cottage obtained written permission from his neighbor to use a 30-foot wide, quarter-mile long strip of his neighbor's land to improve access to his cottage. The wedding planner then upgraded the road without telling the neighbor, making it more suitable for vehicle usage. After several years, the neighbor's heavy hauling for his sand business damaged the newly asphalted road. After a decade, the wedding planner sold his cottage to an artist. Upon receiving the property, the",professional_law,"['an easement in gross.', 'an easement implied by prior use.', 'an easement by necessity.', 'an express easement.']",3
"Q: An artist, known for creating fragile glass sculptures, had a studio situated two blocks away from a laboratory that produces nitroglycerin (a heavy, toxic, explosive liquid primarily used for dynamite production) at their main facility. After an explosion occurred late one night at the laboratory's plant, the artist's studio was rocked by the blast, leading to the destruction of precious artworks. The artist has decided to file a tort lawsuit against the laboratory to seek compensation for the damages. Which of",professional_law,"['The laboratory used extraordinary care in the manufacture and storage of nitroglycerin and was not guilty of any negligence that was causally connected with the explosion.', 'The laboratory has a contract with the federal government whereby all the nitroglycerin manufactured at its plant is used in U. S. military weapons systems.', 'The explosion was caused when lightning (an act of God) struck the plant during an electrical storm.', ""The harm that the artist suffered would not have resulted but for the abnormal fragility of the artist's work.""]",3
"What steps should the attorney take to ensure a jury trial is granted for the patent holder who has sued a licensee for patent infringement in federal court, believing that a jury would be more understanding of his claims than a judge?",professional_law,"['File and serve a complaint that includes a jury trial demand.', 'File and serve a jury trial demand at the close of discovery.', 'File and serve a jury trial demand within 30 days after the close of the pleadings.', 'Make a jury trial demand at the initial pretrial conference.']",0
"Given the details provided, which crimes could the defendant be found guilty of? These details include: the defendant being on a date with the victim, taking her solid gold ring with the intention of returning it with a diamond, and later purchasing a two-month-old plasma TV for $200 from a stranger at a bar who had stolen the TV, unbeknownst to the defendant. The stranger also offered to sell unboxed silverware and jewelry from his van and stated he needed to leave town quickly.",professional_law,"['Battery upon the victim, and larceny of the ring.', 'Larceny of the ring.', 'Embezzlement of the ring.', 'Receiving stolen property.']",3
"Given the situation where a witness in a murder case has provided different versions of his account to various individuals and investigators, and his testimony is challenged by the defendant's counsel due to inconsistencies, the prosecution seeks to restore his credibility by citing previous consistent statements. However, such statements are typically inadmissible due to their repetitive nature and the possibility of unduly enhancing the witness's credibility. Is it probable that the court will permit the prosecution to use prior consistent statements to rehabilitate the witness in this scenario?",professional_law,"['No, because the witness cannot be rehabilitated once a successful impeachment has occurred.', 'No, because it would tend to confuse the jury with too much conflicting evidence.', 'Yes, because it is being used to rehabilitate a witness whose credibility was attacked.', ""Yes, because all repetitive prior statements are important to show the consistency of the witness' testimony.""]",2
"What action should the appellate court take in response to an appeal in a case where the defendant was convicted of armed bank robbery based on substantial evidence, including identification by three tellers, a latent fingerprint at the scene, and stolen money in their car, was arrested shortly after the crime, had a guilty verdict directed by the judge without initial objection from the defense, agreed upon by the jury who announced the verdict, then faced an overruled objection from the defense attorney about the directed verdict, and was",professional_law,"[""Affirm the conviction, because the defense attorney failed to timely object to the judge's action."", ""Affirm the conviction, because the prosecution presented both circumstantial and direct evidence conclusively establishing the defendant's guilt."", ""Reverse the conviction, because the defense attorney's failure to timely object to the judge's action constituted ineffective assistance of counsel."", ""Reverse the conviction, because the judge's action in directing the verdict denied the defendant his constitutional right to a trial by jury.""]",3
"Should the court agree to the solvent supplier's request for summary judgment, given that a homeowner living downhill from a metalworking plant has taken legal action against both the plant owner and the solvent supplier? The homeowner claims that contaminants, mainly the solvent, were released into the ground at the plant and have moved and continue to move towards her property, polluting the soil, groundwater, and her well. She accuses the plant owner of various negligent actions that led to the release of the contaminants. She also asserts",professional_law,"['No, because concurrent tortfeasors are jointly and severally liable for an indivisible injury.', 'No, because the solvent supplier is vicariously liable for damage inflicted by the facility owner.', 'Yes, because there is no basis for allocating damages against the solvent supplier. damages against the solvent supplier.', 'Yes, because there is no evidence that the facility owner and the solvent supplier acted in concert.']",0
"A storage facility owner who keeps highly pressurized flammable gases in big spherical tanks had one of these tanks burst, leading to a chemical spill and loss. The owner had the facility built by a company experienced in building such storage facilities and then sued that company under strict liability, alleging faulty manufacturing of the storage tank. At the court hearing, the owner brought in a photographer who testified that she had been hired to take photos of the damaged tank after the accident and that these photos were developed at a",professional_law,"['The photographer was not shown to be an expert or professional photographer.', 'There was an unaccountable break in the chain of custody from the time when the photographs were taken to the period when the negatives were processed.', 'There was no testimony that the photographs accurately portrayed the ruptured tank.', 'The photographs are not the best evidence to prove how the tank ruptured.']",2
"What is the most solid constitutional basis for declaring the allocation of the federally owned buses to the religious organization unlawful, given that the legislature mandates the organization to use these buses to disseminate the moral principle of sexual abstinence to teenagers during school assemblies across the United States?",professional_law,"['The gift violates the equal protection rights of secular organizations.', 'The gift violates the establishment clause.', 'The gift is a taking of federal property without just compensation.', 'The gift violates the commerce clause.']",1
"Will the court uphold the mortgagee's lien against the sale of the property by the surviving cousin, considering that the first cousin, who had used his interest in the joint tenancy as loan collateral and signed a judgment note, died a year later, and the second cousin is arguing that any lien on the first cousin's interest ended when he died?",professional_law,"[""Yes, because the second cousin's assent to the judgment lien was presumed by law and that assent destroyed the joint tenancy."", 'Yes, because a mortgage or judgment lien against one joint tenant destroys the tenancy and destroys the right of survivorship.', ""No, because a joint tenant cannot legally file a judgment note on just that joint tenant's interest because it would be an unconstitutional interference with the other's property rights."", 'No, because when the first cousin died the second cousin became the sole owner due to the right of survivorship, as per the joint tenancy which was still fully intact.']",3
"Which statement most accurately reflects the constitutionality of a law enacted by a state to manage rising public school expenses, stipulating that only children who have resided in the state for a minimum of one year can attend its public schools?",professional_law,"['The one-year residence requirement is valid because it does not affect any fundamental right or suspect class.', 'State durational residence requirements that are estab-lished for publicly funded services are constitutional because they relate to government operations reserved exclusively to the states by the Tenth Amendment.', 'Because publicly funded education is a fundamental constitutional right, a state may not deny it to any class of persons who reside in that state.', 'State durational residence requirements established for this kind of publicly funded service solely for the purpose of reducing state expenditures violate the equal protection clause of the Fourteenth Amendment.']",3
"The most accurate interpretation of the agreement, in which a widget manufacturer and a widget retailer agreed to exchange 10,000 widgets for $50 per 100 with each monthly delivery considered a separate contract and payment due within ten days of each shipment receipt, would be...",professional_law,"['a divisible contract.', 'an installment contract.', '10 separate contracts.', 'a requirements-output contract.']",1
"An investor, who was the owner of a four-story office building in downtown, sought to renovate the old and rundown building. To finance these renovations, he borrowed $125,000 from a friend, in return for which he made a promissory note for the same amount, due in a year, which was insured by a mortgage on the building. This mortgage was dated and recorded in the first two days of January. Subsequently, on the first of February, the investor signed over the",professional_law,"['the investor, but only if the investor can establish that the mortgage takes precedence over the deed absolute because it was executed earlier in time.', 'the investor, because the deed absolute did not extinguish his right of redemption.', 'the friend, because the deed absolute effectuated an outright conveyance that extinguished the redemption interest sought to be retained by the investor.', 'the friend, because the investor is estopped to deny the effect of the deed absolute in conjunction with the escrow arrangement.']",1
"Will the court support the city's use of the liquidated damages clause in the contract, which deducts from the contractor's payment for each day of delay in bridge completion, considering the contractor's claim that there was no traffic flow or subsequent damage to the city due to the city's failure to connect a road to the bridge?",professional_law,"[""No, because the city's failure to perform has frustrated the purpose of the liquidated damages clause, making liquidated damages in this case unnecessary due to no damages suffered."", 'Yes, because the contract provision for liquidated damages has been breached and the city had no obligation to connect a road.', 'Yes, because the bridge delays caused the city to delay finishing the road, thereby creating the need to enforce the provision for liquidated damages.', 'No, because the city breached the contract by not connecting a road to the bridge.']",0
"During the holiday break, a defendant and his college roommate traveled home together. The defendant was to return to college alone and on the day of his return, his roommate requested him to deliver a package to a classmate. Agreeing to this, the defendant received a small package from his roommate and stored it in his car's glove compartment. On his way back to college, he was pulled over for speeding. When asked for his license and registration by the state trooper, he reached into the glove",professional_law,"[""the defendant didn't know what was in the package."", ""the roommate didn't tell him he was carrying illegal narcotics."", ""the package didn't belong to him."", 'the cocaine was illegally seized.']",0
"In a desperate need for money, a man was impatiently waiting for his terminally ill aunt's demise to claim his inheritance. His aunt was on life support in the hospital. One day, his girlfriend threatened to end their relationship unless he bought her an engagement ring. With no time to spare, the man broke into the hospital cabinet where the drugs were stored and without the knowledge of a nurse in the hospital, injected 1,000 mg's of a strong muscle relaxant into the IV bag",professional_law,"['guilty, as a principal in the first degree.', 'guilty, as a principal in the second degree.', 'guilty, as an accessory after the fact.', 'not guilty.']",3
"A 35-year-old woman, with no history of major medical illness, has been experiencing severe right back pain for the past three days and is worried about having cancer like her late mother, who died from breast cancer metastasized to bone. She has not exhibited any symptoms of fever, chills, or weight loss, and her musculoskeletal and neurologic examinations do not show any abnormalities. After being informed that her examination results are normal, she becomes upset and insists on having an MRI of",professional_medicine,"['Advise the patient to change insurance companies as soon as she is able so that she can receive more comprehensive medical care', 'Explain that the patient does not need the MRI and that it is not appropriate to misrepresent her examination findings', ""Immediately inform the patient's insurance company about what the patient has asked the physician to do"", 'Order the MRI as the patient requests']",1
"A man, aged 60, underwent an uncomplicated total thyroidectomy and removal of his enlarged left jugular lymph nodes due to follicular carcinoma. He's now on an intravenous drip of 5% dextrose and 0.45% saline with potassium. Twelve hours post-surgery, he experiences numbness around his mouth and tingling sensations in his fingertips, coupled with intense anxiety. His vitals are: temperature 37.6°C (99.7°F), pulse",professional_medicine,"['Babinski sign present bilaterally', 'Chvostek sign', 'Deviation of the tongue to the left side', 'A drooping left shoulder']",1
"What is the most plausible reason for the behavior of a 55-year-old male business executive who is undergoing evaluation for abdominal pain in the hospital, treats the doctor respectfully but disparages the nurses and other staff, and expresses a strong negative opinion about one of his three adult children who hasn't come for a visit?",professional_medicine,"['Projection', 'Projective identification', 'Reaction formation', 'Splitting']",3
"Q: A medical student is contacted by a 22-year-old woman, who he previously cared for during her 2-week hospital stay for major depressive disorder treatment, inviting him to dinner. Although he hasn't seen or treated her since her hospital discharge and he finds her attractive with an interest in dating, how should he respond to her dinner invitation? What is the most appropriate course of action for the medical student in relation to this former patient's invite?",professional_medicine,"['He can date her because he was a medical student, not a physician, when he contributed to her care', 'He can date her because she is no longer his patient', 'He can date her, but only after at least 1 year has passed since he treated her', 'He cannot date her because she was once his psychiatric patient']",3
"A previously healthy college student, 19 years old, visits the student health services 24 hours after experiencing a headache, stiff neck, and light sensitivity. She cannot remember being in contact with any sick individuals. She had chickenpox when she was 7 years old. Her last check-up a year ago, which included a PPD skin test, showed no abnormalities. She takes a multivitamin and an herbal weight-loss supplement daily. She was given all necessary vaccinations in her childhood but has",professional_medicine,"['Ceftriaxone', 'Clindamycin', 'Erythromycin', 'Metronidazole']",0
"In community mental health, there are three recognized forms of prevention. What does secondary prevention endeavor to do?",professional_psychology,"['deal with problems before they occur', 'prevent relapses of problems', 'reduce the severity of problems', 'prevent community disintegration']",2
"Regarding the methods to enhance external validity, can you identify what CLUSTER SAMPLING refers to based on your understanding of these techniques?",professional_psychology,"['ensures the sample is representative of the population', 'ensures proportional representation', 'sampling unit is a naturally occurring group', 'subjects and/or experimenter do no know purpose or which group they are in']",2
When does statistical regression potentially endanger the internal validity of a study?,professional_psychology,"['there is a statistically different number of participants in the study’s treatment groups.', 'there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.', 'participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.', 'the researcher is unable to randomly assign participants to the different treatment groups.']",2
"In relation to research design, the term ""external validity"" is associated with the capacity of the researcher to:",professional_psychology,"['manipulate the independent variable.', 'randomly assign participants to treatment groups.', 'determine whether there is a causal relationship between variables.', 'generalize the results of the study to other individuals, settings, and conditions.']",3
The theory of attentional load proposes:,professional_psychology,"['The unity of our actions places limits on attentional resources', 'The degree to which an ignored stimulus is processed depends on the extent of processing required by the attended stimulus', 'Selective attention facilitates inhibition of return', 'There is a general limit to the extent of attentional resources']",1
"Q: In accordance with ethical guidelines, is it appropriate for Alice A., an individual with a master's degree in clinical psychology but without a license, to be employed by a community mental health clinic where her duties include administering various standard psychological tests to adult clientele?",professional_psychology,"['acceptable as long as a professional clinical psychologist co-signs Alice’s evaluations.', 'acceptable as long as a professional clinical psychologist supervises Alice’s activities.', 'unacceptable since Alice is not a licensed psychologist.', 'unacceptable since Alice does not have a doctoral degree.']",1
"Per the Standards for Educational and Psychological Testing, what should one do when interpreting and reporting test results?",professional_psychology,"['focus attention on the confidence interval of a score rather than on the obtained score itself', 'use descriptive labels, because such labels readily communicate specific meanings to most people', 'stress the obtained score, since it is the best estimate of the true score', 'exclude the potential effects of situational and demographic variables from consideration']",0
What is the term for an evaluation that predominantly employs observational techniques to investigate and comprehend the physical and psychological factors influencing behavior in a specific environment or situation?,professional_psychology,"['Functional behavioral assessment', 'Work sample', 'Norm-referenced test', 'Ecological assessment']",3
"In the Racial/Cultural Identity Development Model proposed by Atkinson, Morten, and Sue in 1993, during which stage do individuals start to reconsider their complete rejection of the dominant culture and their unwavering allegiance to their own culture?",professional_psychology,"['encounter', 'dissonance', 'integrative awareness', 'introspection']",3
What is the primary cause most often associated with cerebral palsy?,professional_psychology,"['trauma at the time of birth', 'dural hemorrhages', 'measles with accompanying fever', 'a genetic (autosomal) trait']",0
Which of the following statements correctly describes a strong organizational culture?,professional_psychology,"['It can facilitate cultural and other types of change', 'It is correlated with low levels of job commitment', 'It is correlated with high levels of job performance', 'It is correlated with high levels of voluntary job turnover']",2
"Which type of observational recording techniques is most suitable for assessing behaviors in a classroom setting that are open, do not have a distinct start or finish, and happen at a moderate rate?",professional_psychology,"['Event', 'Interval', 'Rating', 'Narrative']",1
"Q: A(n) ________ campaign refers to a paid, non-personalized method of communication intended to market specific products, services, brands, images, and lifestyles to the public.",public_relations,"['public persuasive', 'public relations', 'advertising', 'consumerism']",2
Q: What is the growth rate of professionals employed in consultancy firms in the UK over the past 25 years?,public_relations,"[""It hasn't"", 'Doubled', 'Tripled', 'Quadrupled']",2
What role do 'military moms' in the US play in a critical analysis of security?,security_studies,"['Mothers are not passive objects but the specific target of military recruiters who rely on their active engagement to fuel recruitment.', ""Examining the role of 'military moms' reveals the extent of gendered strategizing that is required to raise and sustain a military force."", 'All of these.', 'Mothers are indispensable to the exercise of military power but often overlooked in traditional security analyses.']",2
Which among the following is not included in the 10 steps of the Washington Consensus?,security_studies,"['Fiscal Discipline: budget deficits of no more than 2 per cent of gross domestic product (GDP).', 'Tax Reform: broadening the tax base, cut marginal tax rates, improve tax administration.', 'Property Rights: legal reforms to secure property rights without excessive costs and to regularize the informal sector.', 'Nationalization: state enterprises should be protected.']",3
In what ways can security studies be viewed as an imperial domain of knowledge?,security_studies,"['Security studies emerged in relation to the interests of the USA and Britain following the Second World War.', ""Security studies adopts a perspective which postcolonial scholars refer to as 'the colonizer's view of the world'."", 'Security studies was originally defined by the power of the USA and Britain at a time when they actively supported colonial and imperial relations in the global south.', 'All of these options.']",3
Which of these statements is typically considered a clear advantage of the securitization process?,security_studies,"['Securitizing injects urgency into an issue and leads to a sustained mobilization of political support and deployment of resources.', 'Securitization encourages more efficient handling of complex problems.', 'Securitization mobilizes popular support for policies in specific areas by calling them security relevant and encourages the allocation of more resources.', 'All of these options.']",3
Which statement most accurately portrays the viewpoint of liberalists regarding international organisations?,security_studies,"['Liberalism holds that international organisations can enhance national and international security. It advocates the inclusion of non-governmental organisations and other actors to encourage cooperation and build communities.', 'The liberalist advocacy of cooperation as enhancing security is undermined by the failure of international organisations such as the league of nations in preventing global conflicts.', ""Under liberalism's different schools of thought, there is a general consensus that the involvement of international organisations in the political system ultimately undermines security by disempowering the state as a unitary actor."", 'All of these options.']",0
Q: What transformation did hospitals undergo in the 1990 reform of the National Health Service?,sociology,"['self-governing trusts competing for purchasing contracts from health authorities', 'state-controlled providers, dependent on funding from the central government', 'increasingly detached from health authorities and providers of private health care', 'less inclined to run themselves efficiently, as demand for health care was falling']",0
What term do sociologists use to refer to their study of the societal structure of layers and how people move between these layers?,sociology,"['social stratification', 'social control', 'social conflict', 'social solidarity']",0
"According to the study conducted by Sullivan in 2000, when was the percentage of household chores done by men at its highest?",sociology,"[""they had rediscovered themselves as 'new men'"", 'their wives were at home and nagged them all the time', 'exciting gadgets like the hoover and electric iron were invented', 'they were unemployed or both partners worked full time']",3
Which of the following groups or organizations exhibit the traits of a bureaucracy?,sociology,"['An extended or consanguine family, including all the relatives by blood, marriage, or adoption', 'The government of a large city', 'A book club in which books are chosen by members who take turns alphabetically to lead discussion', 'The volunteers who gather annually to clean the neighborhood']",1
Why could belief in American exceptionalism result in resistance to the idea of a global government?,us_foreign_policy,"['Its general anti-statism opposes centralized government', 'It views world government as impractical', 'It views the UN as a sufficient form of global governance', 'None of the above']",0
What issues do International Institutionalists believe international institutions are intended to tackle?,us_foreign_policy,"['War', 'Anarchy', 'Collective action and coordination problems', 'All of the above']",3
Which group allows for the study of the complete natural progression of HIV/AIDS?,virology,"['Persistent seronegatives', 'Long-term survivors', 'Seroconverters', 'Long-term survivors with low levels of CD4+ cells']",2
Q: From where did the zoonotic paramyxovirus known as Nipah originally come?,virology,"['Originating in pigs', 'Originating in bats', 'Coming from humans', 'Coming from horses']",2
Q: Which of the given factors are crucial for the spread and infection of a virus?,virology,"['Age', 'Sex', 'Genetic factors', 'Travel']",3
"Which sect of Judaism, established by Zacharias Frankel, is recognized for its concept of ""Positive-Historical Judaism""?",world_religions,"['Conservative', 'Reformed', 'Reconstructionism', 'Orthodox']",0
"Q: Can you identify what the term ""Arhats"" is referring to from the options below?",world_religions,"['Enlightened being', 'Worthy ones', 'Saintly ones', 'Sages']",0
Which Guru was executed for refusing to adopt Islam as his religion?,world_religions,"['Guru Ram Das', 'Guru Tegh Bahadur', 'Guru Gobind Singh', 'Guru Har Rai']",1
